image_path,label
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\8733\20131217_123642.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\8733.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\8733\20131228_080645.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\8733.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\9291\20140208_081517.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\9291.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\9291\20140406_161520.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\9291.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\9291\20140410_071525.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\9291.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\9291\20140503_094520.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\9291.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\9291\20140513_114522.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\9291.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\9291\20140520_091526.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\9291.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\9291\20140523_091523.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\9291.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\9291\20140611_044522.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\9291.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\9291\20140619_104519.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\9291.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\9291\20140621_051523.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\9291.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\9291\20140701_141521.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\9291.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\9291\20140801_054524.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\9291.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\9291\20140902_154518.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\9291.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\9291\20140906_074525.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\9291.png
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\OriginalImages\9291\20140924_104517.jpg,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\ValidationImages\Skyfinder\9291.png
